mol_id,smiles,homo,split
gdb_45923,N=C1NC(=O)CCC1=O,-0.2654,val
gdb_61622,C#CC(O)CC1NC1C,-0.2426,val
gdb_61608,CC(C#N)CN1CC1C,-0.241,val
gdb_78176,CC1NC(=O)C2C1N2C,-0.2323,val
gdb_6438,CC1CC(C)(C#N)C1,-0.3004,val
gdb_116764,COC=NCC(N)C#N,-0.2514,val
gdb_37570,C1CC23C(O1)C1C2OC13,-0.235,val
gdb_67931,CC12NC(=O)C1C2C=O,-0.2453,val
gdb_17628,CC(O)C(C)N1CC1,-0.2443,val
gdb_18101,C1=NC2CCN=C2N1,-0.2335,val
gdb_99229,CNC(=O)CNC(N)=O,-0.2303,val
gdb_123033,COCCCC1CC1O,-0.2475,val
gdb_103810,CCC1(C)NC1C(N)=O,-0.2382,val
gdb_61741,CC(NC=O)C(=O)C#N,-0.271,val
gdb_67857,CC12C=CCN1C2C=O,-0.2286,val
gdb_130832,O=CC(=O)n1ccnn1,-0.2818,val
gdb_102167,CCC(CC#N)C(C)C,-0.3019,val
gdb_23091,C#CC1NC=CC1=NO,-0.1965,val
gdb_107051,CC1OCC2(CO)CC12,-0.247,val
gdb_49641,O=CC1C2OC3CN1C32,-0.2277,val
gdb_110061,COC1C(C)COC1C,-0.2331,val
gdb_110110,C#CC1C(CC)C1CC,-0.2373,val
gdb_77371,CC12C(O)C3(O)CN1C32,-0.2329,val
gdb_116351,CC1=CCCCC1CO,-0.2223,val
gdb_2823,C#CC1CN1C=O,-0.2592,val
gdb_77233,CC1C(C=O)NC1C=O,-0.2405,val
gdb_37586,C1=CC2C3CN4C(C13)C24,-0.2148,val
gdb_53967,C#CCC(C)(C)C(N)=O,-0.2457,val
gdb_41942,C1=CC2COCC2OC1,-0.2446,val
gdb_36540,N#CCN=C1CN=CN1,-0.2422,val
gdb_119,CC#CCC,-0.2401,val
gdb_36945,C1CC(OC2CC2)CO1,-0.2387,val
gdb_93106,CC1OC=NCC12CC2,-0.2426,val
gdb_14420,CC1C2CC3C1C23C,-0.2326,val
gdb_14956,O=CN1CCCCC1,-0.2367,val
gdb_88977,CC1CC1CN1CC1C,-0.2191,val
gdb_115395,OCC1CCC(O)CC1,-0.2548,val
gdb_110857,CCC1C2CC(C)C12C,-0.2374,val
gdb_26493,OC1(c2ncc[nH]2)CC1,-0.2096,val
gdb_107215,OCC12CC1C1CN1C2,-0.218,val
gdb_130868,O=Cc1ccn[nH]c1=O,-0.2507,val
gdb_14009,O=CC1CC12CCO2,-0.2371,val
gdb_21697,Nc1nonc1CO,-0.245,val
gdb_108825,COC1=NC(C)C(C)N1,-0.2134,val
gdb_33738,N#CC12CC(C1)N1CC12,-0.2512,val
gdb_54224,CC(=O)C1(O)CNC1=N,-0.2391,val
gdb_46009,N#CC1=CCC(=O)NC1,-0.2603,val
gdb_85174,CC1NC(=O)C1N1CC1,-0.2202,val
gdb_36636,N#CCOC1=NCCN1,-0.2328,val
gdb_117153,CCC(C)C(=O)COC,-0.2388,val
gdb_32031,CNc1nccc(=O)o1,-0.2268,val
gdb_117108,C#CC(N)C(=N)OCC,-0.241,val
gdb_114339,CCC1CC2C(O)C2O1,-0.2354,val
gdb_63509,CC1(C)OC1(C=O)C=O,-0.2573,val
gdb_91678,CN1CC2CC1C2C#N,-0.2234,val
gdb_85579,CC1OC(=N)CNC1=O,-0.2513,val
gdb_37146,C1C2C3C4C5CC4(C12)N53,-0.225,val
gdb_97815,CCC#CC1CC2NC12,-0.2247,val
gdb_21264,COc1cnnnn1,-0.2591,val
gdb_71963,OC12CC3OC(C1)C2O3,-0.2607,val
gdb_120672,OCCC1NC12COC2,-0.2437,val
gdb_25977,NC(=O)Cc1cnc[nH]1,-0.2118,val
gdb_50950,C#CCC(C#N)CC=O,-0.2669,val
gdb_55560,CC(=N)NC(=O)CC#N,-0.2644,val
gdb_35383,N#CC1CC2C3CC2C13,-0.304,val
gdb_32847,CCNc1cc(N)c[nH]1,-0.1552,val
gdb_16846,O=C1C=CC2CC2C1,-0.2343,val
gdb_97925,CCC#CCC1(C)CC1,-0.2403,val
gdb_25040,O=c1occ(N2CC2)o1,-0.2376,val
gdb_19659,CC1C2CC3OC2C31,-0.2364,val
gdb_133106,CCc1ncccc1F,-0.2482,val
gdb_97762,CC1CC(C#CCO)C1,-0.2434,val
gdb_115535,CCC1COC1(C)C#N,-0.2737,val
gdb_122914,COCCCC(N)C#N,-0.2627,val
gdb_10369,C#CC1(C#N)CNC1,-0.2503,val
gdb_71737,OC12CC3C4N3C1C42O,-0.2153,val
gdb_11366,COC1=NCC(=N)N1,-0.2265,val
gdb_45734,O=C1CC=CC12CCO2,-0.2283,val
gdb_126689,CCN(C)c1cc[nH]n1,-0.1801,val
gdb_108781,O=C1C=C(CO)CNC1,-0.2115,val
gdb_115835,OCC1CCC2(CO2)C1,-0.2545,val
gdb_3054,O=COCC1CO1,-0.2756,val
gdb_76912,CC1(O)C(O)C1C1CN1,-0.2265,val
gdb_52663,CC#CC(O)C(N)C#N,-0.2655,val
gdb_53025,CC#CC12CN3C1CC32,-0.2379,val
gdb_89185,CN1CC2(O)C1C2(C)O,-0.1944,val
gdb_78595,CN1C2C(O)C3C1C32O,-0.2025,val
gdb_90032,CC1CCC12CC(O)C2,-0.2541,val
gdb_27666,N#Cc1nc(N)[nH]c1N,-0.2011,val
gdb_108830,CC1C=C(CO)C2OC12,-0.2322,val
gdb_52891,CC#CC1(C#N)CN1C,-0.2463,val
gdb_71465,CC12CC3C1C3(C#N)C2,-0.2661,val
gdb_88969,CN1CC1CC1(C)CC1,-0.2204,val
gdb_129066,N=c1cn[nH]c(=N)nc1,-0.2451,val
gdb_126321,CCc1cnc(N)nn1,-0.2224,val
gdb_111593,CCC1C2OC3CC2C31,-0.2382,val
gdb_51627,N=COC1CC2CC1O2,-0.2465,val
gdb_112723,CC1CC(CO)C1(C)O,-0.2452,val
gdb_17507,C#CC12CC3C(O1)C32,-0.2378,val
gdb_112541,CC1(O)CC(CO)C1=O,-0.239,val
gdb_84782,CC1N=COC1(C)C=O,-0.2522,val
gdb_14284,CC1C2NC(=O)OC12,-0.2494,val
gdb_102613,CCC(CC)NC(C)=O,-0.2393,val
gdb_82244,OC1C2CCC2C2CC12,-0.25,val
gdb_108266,CNC12CCN=C1OC2,-0.2207,val
gdb_38537,C1=C2CC3NC23COC1,-0.2303,val
gdb_104520,C#CCC1(CO)CC1O,-0.256,val
gdb_104686,CCC1(CO)C2CCC21,-0.2475,val
gdb_105693,COC1(CCC=O)CC1,-0.2458,val
gdb_35788,N#CC1CCC2CC2N1,-0.2333,val
gdb_46131,C#CCC1COC(=O)O1,-0.2787,val
gdb_112763,C#CC1C(C)OC1CO,-0.2493,val
gdb_46484,N=C1C=CC2(CC2)CO1,-0.2385,val
gdb_106409,COC12CC(C1)C2(C)O,-0.2455,val
gdb_89838,O=C1OC2(CC2)CC1O,-0.2719,val
gdb_61759,CC(C)(O)C(O)CC=O,-0.2376,val
gdb_82405,CC1C(=O)CCC2NC21,-0.2338,val
gdb_49191,O=CC1=CC2COC1C2,-0.2455,val
gdb_120498,CC1C=CC(CCO)C1,-0.2366,val
gdb_85090,CC1(C#N)C(=O)CC1O,-0.2619,val
gdb_26257,CC(C)c1cncn1C,-0.2106,val
gdb_104751,CCC1(CO)NC1C#N,-0.2656,val
gdb_43694,C#CCCC1CC(=O)C1,-0.2441,val
gdb_118580,CCCC(COC)OC,-0.2404,val
gdb_21335,N#CCc1ncn[nH]1,-0.2772,val
gdb_72291,OC12CC3OCOC1C32,-0.2303,val
gdb_41862,C1=NC2C3OCC(O1)C23,-0.239,val
gdb_88028,CC1CC12NCC2C#N,-0.2305,val
gdb_132899,Cc1cc(=O)[nH]cc1F,-0.213,val
gdb_73402,CC12OCC3C1CCC32,-0.2256,val
gdb_123883,c1nc(N2CCC2)no1,-0.2217,val
gdb_44407,O=C1NC2C3C=CC12N3,-0.2302,val
gdb_132641,Nc1cnc(F)nc1F,-0.2339,val
gdb_95724,N=C1OCCC(O)CO1,-0.2579,val
gdb_97796,O=CC1OC1C#CCO,-0.2637,val
gdb_20964,CCOc1nnon1,-0.2853,val
gdb_124318,CC(=O)Cn1nccn1,-0.2504,val
gdb_109707,CCN1C(C)C12COC2,-0.2266,val
gdb_4547,Cn1cc(N)nc1O,-0.1709,val
gdb_9974,C#CCC(C#N)C#N,-0.2963,val
gdb_108421,CCC12CC=CC1OC2,-0.2387,val
gdb_128316,CNc1n[nH]c(C)c1N,-0.1773,val
gdb_36321,N#CCC1C=CC2OC12,-0.2633,val
gdb_133132,OCc1ncncc1F,-0.2663,val
gdb_43598,N#CC1OC(=O)N2CC12,-0.3009,val
gdb_95513,CC1OCC=CC1(C)C,-0.2414,val
gdb_121334,O=C1CCCC1CCO,-0.2375,val
gdb_124007,C1=Cc2n[nH]cc2NC1,-0.1959,val
gdb_91231,CC1CC2CC(=O)C2C1,-0.2347,val
gdb_55938,NC(=O)NC1CC2OC12,-0.2402,val
gdb_89150,CC1CC2(C)C(O)CC12,-0.2465,val
gdb_4029,CC(C)C(CO)=NO,-0.2491,val
gdb_57426,CC(C)(O)C1OC1(C)C,-0.2578,val
gdb_21232,COc1[nH]ncc1C,-0.2193,val
gdb_126531,CCCc1cncnn1,-0.2345,val
gdb_25625,CC#Cc1ocnc1N,-0.1914,val
gdb_56654,CC1OC1(C)C(N)C#N,-0.2593,val
gdb_59107,CN(C)C1C(=O)CC1O,-0.2348,val
gdb_58767,CC(C)C12COC(C1)C2,-0.2339,val
gdb_23317,ON=C1C=CC2CN2C1,-0.2182,val
gdb_39932,C1=CC=CC2(C=C1)CN2,-0.2088,val
gdb_39159,C1=C2CCC3CC23OC1,-0.2046,val
gdb_24983,O=c1[nH]c2c(o1)CCC2,-0.2029,val
gdb_131463,OC1C2c3ccnn3C12,-0.2356,val
gdb_132185,Cc1cc(=N)nc(F)[nH]1,-0.2162,val
gdb_107591,CNC12CC1NCC2=O,-0.1984,val
gdb_119645,OCCC12CC3C(C1)C32,-0.2437,val
gdb_1606,CN(C)C(=N)C#N,-0.2403,val
gdb_75929,O=C1CCC2(CO2)C1O,-0.2563,val
gdb_76957,CC(=O)C1C(O)C1C=O,-0.2479,val
gdb_45,CN1CC1,-0.2304,val
gdb_39661,C1=CCC(C2CCC2)C1,-0.2333,val
gdb_105404,O=COC1(CO)CC1O,-0.265,val
gdb_37745,C1CC2C3N4CC3(O1)C24,-0.2375,val
gdb_132771,Cc1ccnc(C)c1F,-0.2441,val
gdb_69752,CC12NC1C1NC(=O)C12,-0.2258,val
gdb_103362,COC1(C)C2C=CC1N2,-0.2172,val
gdb_70899,CC12CC3C(C1)C3(C)O2,-0.2249,val
gdb_104120,CCC1(C)COC(=N)C1,-0.253,val
gdb_83915,N#CC12OCCC1C2O,-0.2662,val
gdb_57014,N#CC(O)C1CN=CO1,-0.268,val
gdb_67188,O=C1NC2C3OC1C23O,-0.2334,val
gdb_23209,CC1CC(=NO)C12CO2,-0.245,val
gdb_107079,CCC12CC1C(C#N)N2,-0.2495,val
gdb_89666,CC1NC2(C#N)CC12N,-0.2254,val
gdb_61102,C#CCC(N)(C#C)C#N,-0.2676,val
gdb_46197,O=C1NCC12C1CC2C1,-0.2411,val
gdb_115334,CC1OCC(CO)C1C,-0.2396,val
gdb_94944,CC1CCC2C(=O)CC12,-0.2361,val
gdb_121593,CCCOC(=O)C(C)=O,-0.25,val
gdb_31281,COc1ncoc1OC,-0.2024,val
gdb_105136,C#CC1(OC)CC1C#N,-0.2666,val
gdb_46179,C#CC1(C#N)OCC1=O,-0.2821,val
gdb_87856,CC1CC12CC1CN1C2,-0.225,val
gdb_56411,N#CC(O)C#CC1CO1,-0.2808,val
gdb_73505,OC12COC3CCC1C32,-0.2402,val
gdb_127410,CN1CCc2n[nH]cc21,-0.1815,val
gdb_87867,OC1CC12CC1OC1C2,-0.2466,val
gdb_83768,CC1C2C3CN2CCN13,-0.1901,val
gdb_61373,CC(C#N)NC(=N)C=O,-0.2612,val
gdb_40106,C1=C2COC2C2(C1)CC2,-0.236,val
gdb_65412,C#CCC1NC1(C)C#C,-0.2398,val
gdb_113752,N#CC(O)C1OC1CO,-0.2824,val
gdb_123884,c1nonc1N1CCC1,-0.2279,val
gdb_30722,CCc1[nH]cc(C)c1N,-0.1683,val
gdb_65356,CC1(C#N)NC1C1CO1,-0.2695,val
gdb_68155,CC12CC(O1)C(=O)C2=O,-0.2265,val
gdb_89592,C#CCC12CC(C)C1N2,-0.2262,val
gdb_129655,Nc1cn[nH]c(=O)c1N,-0.1988,val
gdb_49746,O=CN1C=C2CC3C2C31,-0.1998,val
gdb_8707,CC(CO)(CO)CO,-0.2514,val
gdb_21257,COc1cc(O)no1,-0.229,val
gdb_132325,N=c1nc(F)cc(F)[nH]1,-0.2275,val
gdb_69684,N#CC1C2C3CC3(O)C12,-0.2275,val
gdb_30620,CNC(=N)c1cocn1,-0.215,val
gdb_20363,c1cc(C2CC2)n[nH]1,-0.2258,val
gdb_63000,CC1(C)C2CC2C2OC21,-0.2535,val
gdb_97234,CN=C1NC=NCCO1,-0.2238,val
gdb_122056,COCCN(C=O)C=O,-0.2464,val
gdb_122693,N#CC(N)=NCCCO,-0.2444,val
gdb_117425,CCOC(=O)CCC#N,-0.2868,val
gdb_45197,O=C1CC2CC3CC12O3,-0.2494,val
gdb_17909,O=C1C2COC1CO2,-0.234,val
gdb_125215,Cc1cc(=N)c(O)n[nH]1,-0.1955,val
gdb_184,FC(F)(F)F,-0.4286,val
gdb_13283,CCOCC1CCO1,-0.2445,val
gdb_33454,C#CC1(C2CCO2)CC1,-0.2425,val
gdb_128357,CNc1noc(C)c1C,-0.2126,val
gdb_59291,CC(O)C1N=CNC1=N,-0.2386,val
gdb_6532,CC1(O)CC1(O)CO,-0.2364,val
gdb_99940,CC(O)(C#CC=O)CO,-0.2733,val
gdb_130717,O=c1cn[nH]c(=O)cn1,-0.2731,val
gdb_7681,CC1(C)C2OC(=N)C21,-0.2548,val
gdb_106637,CC12CC1(CO)OC2=N,-0.261,val
gdb_18539,O=C1CC2C=CCN12,-0.2442,val
gdb_83230,CC1C2COC(C)(C)C12,-0.2407,val
gdb_98309,COC(=O)C(O)C1CO1,-0.2626,val
gdb_98567,CNC(=O)C1=CCOC1,-0.241,val
gdb_31145,CNc1c(C)coc1N,-0.1763,val
gdb_93977,CC1CN=C(C=O)NC1,-0.2264,val
gdb_84709,CC1C=CC2CCCC12,-0.2336,val
gdb_1630,CC(=O)C(O)C=O,-0.2586,val
gdb_77911,OC1C(O)C2(O)C(O)C12,-0.2475,val
gdb_10101,C#CC(CC)OC=N,-0.2658,val
gdb_117674,CCCC(C)(O)C1CN1,-0.234,val
gdb_72007,O=CC12NC3CC1(O)C32,-0.2246,val
gdb_68484,CC12CCCCC(C1)O2,-0.2364,val
gdb_57284,CC(O)(C#N)C1CCC1,-0.293,val
gdb_12799,CC12CC1CN=CO2,-0.2413,val
gdb_122638,CCOCC1COC1C,-0.2406,val
gdb_50646,O=CC1CCNC(=O)N1,-0.2431,val
gdb_123860,C1CCc2onnc2C1,-0.2519,val
gdb_68436,C#CC1CN2CC1(O)C2,-0.228,val
gdb_23648,Cc1ccnc(F)c1,-0.2554,val
gdb_88789,CC1CN1C1CCC1=O,-0.2149,val
gdb_57820,CC(O)C#CCOC=O,-0.2742,val
gdb_126041,CC1NC1c1cnn[nH]1,-0.243,val
gdb_18137,CC1C2NC(C#N)C12,-0.2368,val
gdb_31873,OCc1cnc(O)cn1,-0.2362,val
gdb_41230,C1CC23CC4C(O2)C4C13,-0.228,val
gdb_6450,C#CC1(O)CC(O)C1,-0.2529,val
gdb_78938,CC1C2C3C4C2C4(C)N13,-0.214,val
gdb_113493,OCC1NC12CC=CC2,-0.2394,val
gdb_13362,CC#CC1COC=N1,-0.2501,val
gdb_81758,N#CC12NC1C(O)C2N,-0.2454,val
gdb_120170,COCC1N2CC1(O)C2,-0.2447,val
gdb_82579,OC1C2OC3(CCC3)C12,-0.2311,val
gdb_56786,N#CC(O)C12CCC1O2,-0.2742,val
gdb_84740,O=C1CC=CC(O)C1=O,-0.2361,val
gdb_33964,N#CC12OC1CN1CC12,-0.2503,val
gdb_133502,NC(=O)C(N)C(F)(F)F,-0.2536,val
gdb_58980,CN(C)C1=CC(=O)CC1,-0.207,val
gdb_33020,COCc1ncccn1,-0.2477,val
gdb_18028,C1=C2CCC2OCC1,-0.2332,val
gdb_18712,OC1CC=CC2CC12,-0.2262,val
gdb_80936,OC1C2CC1(O)C21CO1,-0.2505,val
gdb_92136,CC1OC2CC3C1N3C2,-0.2219,val
gdb_51324,N=COC1C2CC3C2C31,-0.255,val
gdb_31992,NCc1ncc(CO)o1,-0.2377,val
gdb_120178,CCOC1C2NC1C2=O,-0.2475,val
gdb_58498,CC(C)C1(C)OC1C=O,-0.256,val
gdb_100470,CC(C#CC1CO1)CO,-0.2481,val
gdb_728,Cc1cnn[nH]1,-0.251,val
gdb_45461,O=C1NC2COC2C1=O,-0.2385,val
gdb_62502,CC1(C)C(C#N)C1C#N,-0.3028,val
gdb_31467,COc1cc(C#N)co1,-0.2239,val
gdb_125244,Cc1cc(CC#N)n[nH]1,-0.2477,val
gdb_74417,CC1=CC2(O)CC2(O)C1,-0.2216,val
gdb_83707,CC1C(=O)OC2CCC21,-0.262,val
gdb_109600,CC1C(CO)C1(C)C#N,-0.276,val
gdb_125711,Cc1cc(O)c(=N)on1,-0.2338,val
gdb_49071,O=CC12CCCC1OC2,-0.2562,val
gdb_74892,CC1=CN2CC2CC1=O,-0.226,val
gdb_19718,C1CC2CC1C1CC21,-0.2535,val
gdb_71096,CC12CC3N(C1)C32C#N,-0.2601,val
gdb_11729,CCC12CC(=O)C1O2,-0.2427,val
gdb_121957,CC(CC#N)CCCO,-0.2718,val
gdb_803,CN1CC(=NO)C1,-0.2202,val
gdb_118512,OCCC(CO)C1CC1,-0.2566,val
gdb_33721,C#CC12CC(C#N)(C1)O2,-0.2688,val
gdb_24085,C#CCCc1ccoc1,-0.2246,val
gdb_65419,CC1(C#N)OC1CC#N,-0.3159,val
gdb_81745,CC1C(O)C2(C#N)CC12,-0.2689,val
gdb_78207,CC1C2C(=O)C(C)(C)C12,-0.2317,val
gdb_120358,CCCN1C=CCC1=O,-0.2071,val
gdb_94467,OC1CCC12CCCC2,-0.2492,val
gdb_46271,O=C1NCC12CC1NC12,-0.2232,val
gdb_87807,CC1C2N1CC21NC1C,-0.217,val
gdb_99922,N#CC(O)(CN)C1CO1,-0.2507,val
gdb_44036,O=C1CC23OC4C2OC143,-0.2408,val
gdb_17500,CC12NC1C1NC12C,-0.1936,val
gdb_6005,CC(C)(C#N)C(N)=O,-0.265,val
gdb_40801,C1=CCC(C2CN2)OC1,-0.2402,val
gdb_94433,CC1CCC12CCC2C,-0.2601,val
gdb_115746,CCC1CCC1CC#N,-0.3001,val
gdb_64697,C#CCC1(C)CN1C=O,-0.2519,val
gdb_92234,OC1CC2CC3OC3C12,-0.2484,val
gdb_39342,C1CC23NC2CCC3O1,-0.2384,val
gdb_31497,Cc1oc(CO)cc1O,-0.1949,val
gdb_634,CC(C)C1CC1,-0.2725,val
gdb_87137,CC1CC1(C)C1(O)CC1,-0.2439,val
gdb_115488,COC1=NC(CO)CC1,-0.2459,val
gdb_46123,N#CCC1CC(=O)CO1,-0.2623,val
gdb_49893,O=CC1CC(=O)OC=N1,-0.2696,val
gdb_39128,C1CC2(C1)OCC1CC12,-0.24,val
gdb_45813,O=C1NC=NC2CC2O1,-0.2523,val
gdb_71879,OC12CN=C3OC(C1)C32,-0.2403,val
gdb_95480,OC1CCN=C2OCC21,-0.25,val
gdb_58945,CC(C)C12CCC1C2O,-0.2389,val
gdb_63369,CC1(C)CC(C)(O)C1=O,-0.2252,val
gdb_66899,CC12C3N=CN1C(=N)C32,-0.2451,val
gdb_45591,O=C1CC2OCCOC12,-0.2322,val
gdb_85269,O=C1CC(O)CC12CN2,-0.2473,val
gdb_57492,CC(C)(O)C1OCCO1,-0.2466,val
gdb_110345,N=C1C(O)C2C(CO)N12,-0.2547,val
gdb_112006,CC12CN1C=NC2CO,-0.2456,val
gdb_91912,CC1CC(O)CN2CC12,-0.2172,val
gdb_127318,Cn1ccc2oncc21,-0.217,val
gdb_20654,Cc1ccnoc1=N,-0.2381,val
gdb_118915,CCCC1(C)CNC1=O,-0.2406,val
gdb_51339,O=COC1C2CC3C2C31,-0.2655,val
gdb_71293,CC12CC3C(OCO1)C32,-0.2357,val
gdb_37008,C1CC2(CC23CCO3)O1,-0.211,val
gdb_126455,C#Cc1nc(CC)no1,-0.2721,val
gdb_118795,C#CC1NC1(C)CCC,-0.2399,val
gdb_51151,O=CCC12CN1CC2=O,-0.2565,val
gdb_56793,CC(C#N)C1=NCCO1,-0.2612,val
gdb_5243,OCCc1ccc[nH]1,-0.1969,val
gdb_102714,CN=C(CN1CC1)OC,-0.2404,val
gdb_58227,CC(C)C(C)C1(C)CO1,-0.2588,val
gdb_30759,Nc1c[nH]c(CO)c1O,-0.1863,val
gdb_65541,N#CC1(N)CC2CC1O2,-0.2624,val
gdb_62192,C#CC(C)OCCC#N,-0.2706,val
gdb_127643,Cn1nccc1C1CN1,-0.2335,val
gdb_69149,CC12OC1C(=O)C1CC12,-0.2378,val
gdb_33664,C#CC12C3CCC1N2C3,-0.2259,val
gdb_26237,Cc1ncc(C(C)O)o1,-0.2335,val
gdb_105599,CNC1(C=O)CCC1=O,-0.226,val
gdb_39238,C1CC2CN2CC2OC12,-0.2283,val
gdb_39650,C1OCC1C1C2CC1C2,-0.242,val
gdb_118237,CCCC(C)CC1CO1,-0.2616,val
gdb_8565,O=C1CC2CC(C1)C2,-0.234,val
gdb_119983,CCN1C(C)C1COC,-0.2141,val
gdb_53403,CC#CC1OCC1C#N,-0.2623,val
gdb_98500,COC(=O)C1(C#N)CC1,-0.2903,val
gdb_112286,O=C1OC(CO)C1CO,-0.2808,val
gdb_4054,ON=C1C=CC(O)C1,-0.2298,val
gdb_119482,CCCC12CC1C1CN12,-0.216,val
gdb_39214,C1CC2CC2C2CC1C2,-0.2524,val
gdb_86279,C#CC1(O)C(C)OC1C,-0.2489,val
gdb_101828,CC(CO)CCC1CO1,-0.2628,val
gdb_83949,CC1C2COCC1C2C,-0.2396,val
gdb_87958,CC1=CC2(CC1)OC2C,-0.2281,val
gdb_110289,CC1C(CO)C2C(C)N12,-0.2189,val
gdb_115265,C#CC1=CC(CO)OC1,-0.2354,val
gdb_8375,CN1CC12CC(=O)C2,-0.2355,val
gdb_26944,Cc1[nH]cnc1C1CC1,-0.1982,val
gdb_122428,COCCC1CC(O)C1,-0.2502,val
gdb_37035,C1=NCC23CCC2(C3)O1,-0.2361,val
gdb_109711,COC1C(C)C12CCO2,-0.2109,val
gdb_72196,CC12CC3CC4C3C1N42,-0.2162,val
gdb_213,Cn1ccnc1,-0.2216,val
gdb_75831,CC1C(=O)CC2NC21C,-0.2368,val
gdb_117815,CCCC(C)(C=O)CC,-0.2444,val
gdb_109570,CNC1C(=O)C(O)C1O,-0.2329,val
gdb_64632,CC1(C#N)C=CNC1=O,-0.2429,val
gdb_92522,CN1CC2CCN2C1=O,-0.2286,val
gdb_48108,C#CC1CN1C(=O)C=O,-0.2526,val
gdb_3087,N#CC1C(N)C1N,-0.2312,val
gdb_28924,Nc1nccc(O)c1O,-0.2143,val
gdb_78841,O=CC1C2C(O)C3C2N13,-0.2474,val
gdb_17883,CC1C2C=CCC1O2,-0.2321,val
gdb_85182,CC1OC(=O)C1N1CC1,-0.2384,val
gdb_84357,CC1C=CC(C)(C)C1=O,-0.2348,val
gdb_19970,CC1COC1C1CO1,-0.2455,val
gdb_48084,N=C(C=O)N1C2CC1C2,-0.2367,val
gdb_129938,Nc1coc2[nH]ncc12,-0.1949,val
gdb_38184,C1CC(C2OC3CC32)O1,-0.2325,val
gdb_76134,CC1(C)C(O)C1C(N)=O,-0.2311,val
gdb_8610,C#CC(N)(C#N)C#N,-0.3054,val
gdb_92072,O=C1CC2CC2CC1O,-0.2566,val
gdb_105530,CCC1(C2CO2)CCO1,-0.246,val
gdb_119801,OCCC1=CC2CC2C1,-0.2182,val
gdb_99942,CCC(C)(O)C#CC=O,-0.2685,val
gdb_43100,O=C1C2NC3CC2OC13,-0.2195,val
gdb_3963,OCc1nnon1,-0.3046,val
gdb_68959,CC12CC=CC1(C=O)N2,-0.2403,val
gdb_94809,CC1OCC2(CC2)C1C,-0.2393,val
gdb_46057,O=C1CCC(C2CO2)N1,-0.2414,val
gdb_67614,OC12C3CC4C3OC1C42,-0.2259,val
gdb_70441,CC12CC1OC2C1CC1,-0.2276,val
gdb_54174,CC(=O)C1(C)CN1C=O,-0.2501,val
gdb_46042,N=C1OCC(C2CC2)O1,-0.2509,val
gdb_73758,CC1=C(C#N)C2OC2C1,-0.2575,val
gdb_43836,O=C1NC2(CC2)C2CN12,-0.2375,val
gdb_37158,C1C2N1C1C3C4CC32C41,-0.2269,val
gdb_124811,CC(O)c1nocc1N,-0.2115,val
gdb_46546,O=C1CCC2(CCO2)C1,-0.2349,val
gdb_80218,N#CC12C(=O)OC1C2O,-0.292,val
gdb_77193,CC1C(C#N)CC1C#N,-0.3179,val
gdb_64686,CC1(CC#N)CC1C#N,-0.3023,val
gdb_44057,O=C1NC23CCC12OC3,-0.2417,val
gdb_16013,C1=CC2(CN2)COC1,-0.228,val
gdb_99146,CNC(=O)NC1CC1O,-0.2214,val
gdb_69111,N#CC12CC1(O)CCO2,-0.254,val
gdb_14127,CC(O)C12CC1CO2,-0.2332,val
gdb_37665,O1C2C3C1C1C2C2C3N12,-0.2345,val
gdb_15347,C#CCC1OC1CC,-0.2585,val
gdb_86294,CC1CC(O)C1(C)C=O,-0.2429,val
gdb_100605,COC(C)C(=O)OC=N,-0.2579,val
gdb_22058,CC(CCC(N)=O)=NO,-0.2377,val
gdb_108439,CCC12OCC1OC2=N,-0.2583,val
gdb_20702,Cc1ncnn1C=O,-0.2816,val
gdb_109870,CCC1C(O)C2OC12C,-0.2454,val
gdb_20847,CCc1n[nH]cc1C,-0.2274,val
gdb_7531,CC1CC1(C)NC=O,-0.2436,val
gdb_80886,CC1C2CC1(O)C1CC21,-0.2417,val
gdb_11589,CC(=O)CCC1CO1,-0.2457,val
gdb_73406,OC12CCN3C1CCC32,-0.2227,val
gdb_132114,Nc1[nH]c(=O)cnc1F,-0.2075,val
gdb_63416,CC1(O)C=CC(C=O)C1,-0.2442,val
gdb_85906,CC1CC(C)(O)C2CN12,-0.2277,val
gdb_70031,CC12OC1C1OCOC12,-0.2325,val
gdb_63882,CC1(C)CC2NC1C2=O,-0.2408,val
gdb_16250,OC1CCCC12CC2,-0.2513,val
gdb_41613,C1CC2(CO1)C1CCN12,-0.2312,val
gdb_116466,COC1COCOC1C,-0.2429,val
gdb_66282,C#CC1(O)CCOC1=N,-0.267,val
gdb_43507,C#CC1=CC(=O)C(=O)N1,-0.2457,val
gdb_2269,CC1OC2CC12O,-0.2286,val
gdb_46455,N#CC12CNC(=O)N1C2,-0.2786,val
gdb_47914,N=C1OCCCCCO1,-0.2489,val
gdb_117099,CCNC(=N)C(O)C#N,-0.2367,val
gdb_21006,Cn1cc(N)c(O)n1,-0.1839,val
gdb_107999,CCC12CC3C1C1C2N31,-0.2224,val
gdb_81857,CC12CC(=O)C(O)C1O2,-0.2604,val
gdb_84804,CC1C=CCC1C1CO1,-0.2371,val
gdb_27936,Nc1[nH]c(O)nc1C=O,-0.2048,val
gdb_68881,CC12CC1(O)C1COC12,-0.2394,val
gdb_43056,O=C1C2C3C4C(CN13)N24,-0.2387,val
